0	1	9	16	0.970565
0	1	9	17	0.973375
0	1	9	18	0.977651
0	1	10	15	0.969533
0	1	10	16	0.972417
0	1	10	17	0.969051
0	1	10	18	0.966253
0	1	10	19	0.967269
0	1	11	15	0.980057
0	1	11	16	0.994293
0	1	11	17	0.974502
0	1	11	18	0.953473
0	1	11	19	0.969292
0	1	11	20	0.971722
0	1	12	15	0.97609
0	1	12	16	0.995913
0	1	12	17	0.980978
0	1	12	18	0.95394
0	1	12	19	0.967235
0	1	12	20	0.974933
0	1	13	14	0.975792
0	1	13	15	0.975458
0	1	13	16	0.990126
0	1	13	17	0.980875
0	1	13	18	0.954134
0	1	13	19	0.967162
0	1	13	20	0.966317
0	1	14	15	0.975627
0	1	14	16	0.983852
0	1	14	17	0.980525
0	1	14	18	0.959409
0	1	14	19	0.964489
0	1	14	20	0.967712
0	1	15	16	0.978909
0	1	15	17	0.976363
0	1	15	18	0.968217
0	0	15	12	0.970578
0	0	15	13	0.970154
0	0	16	11	1.01088
0	0	16	12	0.97404
0	0	16	13	0.967907
0	0	16	14	0.968144
0	0	16	15	0.9637
0	0	17	11	1.01854
0	0	17	12	0.99473
0	0	17	13	0.982461
0	0	17	14	0.974471
0	0	17	15	0.962727
0	0	18	11	0.987886
0	0	18	12	0.983911
0	0	18	13	0.985154
0	0	18	14	0.981949
0	0	18	15	0.970069
1	1	9	17	0.970839
1	1	10	15	0.960514
1	1	10	16	0.971809
1	1	10	17	0.967912
1	1	10	18	0.96686
1	1	10	19	0.965825
1	1	11	14	0.971156
1	1	11	15	0.97616
1	1	11	16	0.989818
1	1	11	17	0.971118
1	1	11	18	0.95102
1	1	11	19	0.964758
1	1	11	20	0.965382
1	1	12	15	0.974222
1	1	12	16	0.995893
1	1	12	17	0.98218
1	1	12	18	0.955532
1	1	12	19	0.969263
1	1	13	15	0.972121
1	1	13	16	0.98896
1	1	13	17	0.979932
1	1	13	18	0.953685
1	1	13	19	0.968172
1	1	14	15	0.974523
1	1	14	16	0.982196
1	1	14	17	0.979025
1	1	14	18	0.958657
1	1	14	19	0.963662
1	1	15	16	0.976688
1	1	15	17	0.976263
1	1	15	18	0.966039
1	0	16	11	1.00819
1	0	16	12	0.976238
1	0	16	13	0.970179
1	0	16	14	0.970591
1	0	17	11	1.02247
1	0	17	12	1.00086
1	0	17	13	0.989857
1	0	17	14	0.983457
1	0	17	15	0.971673
1	0	18	12	0.991171
1	0	18	13	0.990769
1	0	18	14	0.990807
1	0	18	15	0.979671
